expr1,Target name,RA,DEC,Instrument,Observing Mode,Access Status,Processing Level,Start Time,duration
8526559,MACSJ1702.7+3403,255.6733643,34.06461815,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 5:16,169
8526331,MACSJ1703.8+7838,255.9470997,78.64840615,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/21/2011 21:51,169
8526269,MACSJ1712.8+6403,258.1242347,64.07061469,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/21/2011 23:11,169
8526394,MACSJ1717.1+2931,259.2751056,29.52574609,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 5:00,169
8526514,MACSJ1717.3+4226,259.3248976,42.4533533,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 6:27,169
8526460,MACSJ1720.1+2740,260.0328371,27.67302541,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 4:50,169
8614125,MACSJ1720.2+3536,260.061646,35.61066593,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,9/23/2011 6:18,169
8614122,MACSJ1722.4+3207,260.6081869,32.13570095,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,9/23/2011 6:08,169
8526424,MACSJ1723.3+2350,260.8320079,23.85233679,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 4:37,169
8526537,MACSJ1731.6+2252,262.9141537,22.8814084,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 4:33,169
8526305,MACSJ1738.1+6006,264.5248994,60.10897334,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/21/2011 23:20,169
8526350,MACSJ1750.2+3504,267.5663066,35.08592023,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 1:51,169
8526412,MACSJ1752.0+4440,268.0033665,44.68484898,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/23/2011 6:32,169
8614077,MACSJ1754.6+3459,268.6707615,34.99859451,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,9/22/2011 1:54,169
8526258,MACSJ1806.8+2931,271.7144462,29.5262544,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 2:21,169
8526233,MACSJ1824.3+4309,276.0763573,43.17066636,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,9/22/2011 1:29,169
8524603,MACSJ1832.5+6848,278.1595464,68.7982496,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/13/2011 20:56,169
8613784,MACSJ1910.4+6741,287.6337295,67.68820057,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,5/13/2011 21:00,169
8523017,MACSJ1914.6-5928,288.6646107,-59.46366275,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/13/2011 22:37,169
8613890,MACSJ1931.8-2634,292.9570474,-26.57635646,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,3/13/2011 21:06,169
8523012,MACSJ1938.1-4747,294.5457726,-47.78964065,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/13/2011 22:22,169
8522769,MACSJ1947.1-7623,296.7698361,-76.38956518,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,2/24/2011 11:46,169
8527016,MACSJ2003.4-2322,300.866876,-23.38309105,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 4:50,169
8523015,MACSJ2011.4-5725,302.862288,-57.41566451,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,3/13/2011 22:42,169
8527032,MACSJ2014.8-2430,303.7074218,-24.51260344,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 4:55,169
8526950,MACSJ2020.3-2225,305.0952692,-22.43228771,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 5:21,169
8526996,MACSJ2020.8-3002,305.2183899,-30.03809646,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 4:45,169
8526987,MACSJ2031.8-4036,307.9599906,-40.6173603,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 3:38,169
8523953,MACSJ2041.6-2446,310.4248192,-24.77102185,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 0:39,169
8523935,MACSJ2043.2-2144,310.8086122,-21.73802817,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 0:43,169
8527069,MACSJ2046.0-3430,311.505792,-34.50285469,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 4:35,169
8527048,MACSJ2049.9-3217,312.4833589,-32.28762702,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 4:40,169
8546165,MACSJ2050.7+0123,312.6785836,1.393427745,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 1:13,169
8523950,MACSJ2051.1+0215,312.7829192,2.262947975,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 1:17,169
8523889,MACSJ2102.1-2432,315.542546,-24.53349306,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 0:15,169
8527010,MACSJ2104.3-4120,316.0776966,-41.34912651,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 3:24,169
8521954,MACSJ2104.8+1401,316.214485,14.02689348,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:26,169
8523911,MACSJ2115.9-2310,318.9961174,-23.17334112,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/10/2011 0:02,169
8521959,MACSJ2119.4+1521,319.8538665,15.35210271,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:21,169
8521953,MACSJ2123.9+1534,320.9766991,15.56878126,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:17,169
8521972,MACSJ2125.3+1742,321.3386188,17.71427884,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:13,169
8523905,MACSJ2126.1-3202,321.5428262,-32.03397692,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/9/2011 23:56,169
8517245,MACSJ2129.4-0741,322.3592777,-7.691183327,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,4/30/2010 20:33,5786
8583897,MACSJ2129.4-0741,322.3591055,-7.690119216,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/7/2009 4:45,9850
8583899,MACSJ2129.4-0741,322.3591055,-7.690119216,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/7/2009 7:30,9850
8530046,MACSJ2131.1-4019,322.7761041,-40.31984938,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/12/2012 0:07,169
8523944,MACSJ2134.6-2706,323.6511014,-27.10690927,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/9/2011 23:51,169
8521949,MACSJ2149.3+0951,327.3227022,9.859334059,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:32,169
8613831,MACSJ2155.6+1231,328.9185342,12.53024256,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/18/2010 12:36,169
8526981,MACSJ2201.9-5956,330.495282,-59.95031163,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 2:46,169
8530205,MACSJ2210.3-1210,332.5770919,-12.17058638,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/23/2012 19:34,169
8546163,MACSJ2211.7-0349,332.9317641,-3.830854025,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/20/2010 14:25,169
8524602,MACSJ2214.9-1359,333.7412134,-13.99755462,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,5/13/2011 22:43,169
8530067,MACSJ2217.7-3543,334.437657,-35.72258647,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/11/2012 23:48,169
8530056,MACSJ2218.6-3853,334.6609766,-38.8984376,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,4/11/2012 23:56,169
8521966,MACSJ2228.5+2036,337.1399913,20.61425307,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/18/2010 12:42,169
8528435,MACSJ2234.4-3744,338.6112111,-37.73808222,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/19/2011 0:30,169
8638717,MACSJ2241.8+1732,340.4680848,17.53898989,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/20/2010 14:02,169
8522010,MACSJ2243.3-0935,340.8410118,-9.598761979,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/20/2010 14:31,169
8522060,MACSJ2245.0+2637,341.2673232,26.63376325,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/25/2010 16:30,169
8522046,MACSJ2245.4+2808,341.3490205,28.13856019,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/25/2010 16:26,169
8528449,MACSJ2252.9-2133,343.2238501,-21.56257538,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/19/2011 1:02,169
8527065,MACSJ2254.0-6315,343.5096256,-63.25325139,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/11/2011 2:41,169
8522067,MACSJ2258.6+2745,344.6478364,27.75792416,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/25/2010 16:34,169
8522155,MACSJ2307.1+1631,346.7733734,16.53146857,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/3/2011 10:59,169
8618139,MACSJ2311.5+0338,347.8938938,3.639474104,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/22/2010 11:56,169
8528450,MACSJ2315.7-3746,348.9364894,-37.7843495,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/19/2011 0:25,169
8528471,MACSJ2321.4-2312,350.3553283,-23.21132721,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,12/19/2011 1:07,169
8522156,MACSJ2323.6+1155,350.9135033,11.92103816,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/3/2011 11:04,169
8614623,MACSJ2332.4-5358,353.0973547,-53.98274897,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/18/2011 23:59,169
8614711,MACSJ2341.1+0018,355.2716367,0.308803081,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,1/3/2011 11:29,169
8522099,MACSJ2341.2-0901,355.3112586,-9.028473842,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,1/3/2011 12:27,169
8613953,MG2141+192,325.9950406,19.50359406,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,5/6/2012 20:48,820
8613997,MG2141+192,325.9890842,19.46233541,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,5/6/2012 21:03,820
8614035,MG2141+192,326.0364245,19.45875353,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,5/6/2012 21:17,820
8614075,MG2141+192,326.0778725,19.48066969,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,5/6/2012 21:32,820
8614116,MG2141+192,326.0541697,19.51584023,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,5/6/2012 21:46,820
8522722,MG 2308+0336,347.1027765,3.617627726,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,12/26/2010 12:52,7315
8541999,MPJ1755-6916-1,268.7759439,-69.25664164,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 14:52,820
8542000,MPJ1755-6916-1,268.7572521,-69.29771162,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 15:06,820
8542003,MPJ1755-6916-1,268.8832654,-69.30232422,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 15:21,820
8542006,MPJ1755-6916-1,268.9950681,-69.28129172,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 15:35,820
8542011,MPJ1755-6916-1,268.9341143,-69.24567457,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 15:50,820
8541596,MPJ1758-6738-1,269.6232913,-67.6189443,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 13:39,820
8541604,MPJ1758-6738-1,269.6069499,-67.66006351,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 13:54,820
8541618,MPJ1758-6738-1,269.7240882,-67.66431838,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 14:08,820
8541620,MPJ1758-6738-1,269.8276379,-67.64295318,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 14:23,820
8541625,MPJ1758-6738-1,269.7702096,-67.60752411,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,3/3/2012 14:37,820
8542221,MRC 0052-241,13.66792614,-23.87013506,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/18/2011 18:07,1454
8542224,MRC 0052-241,13.6610323,-23.82898871,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/18/2011 18:32,1454
8542228,MRC 0052-241,13.61310981,-23.83814788,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/18/2011 18:57,1454
8542231,MRC 0052-241,13.57888932,-23.87016481,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/18/2011 19:22,1454
8542233,MRC 0052-241,13.61313563,-23.89758282,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/18/2011 19:47,1454
8613904,MRC 0316-257,49.59492519,-25.59759797,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/14/2012 17:57,1454
8613947,MRC 0316-257,49.5868308,-25.5566273,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/14/2012 18:22,1454
8613992,MRC 0316-257,49.53851705,-25.56687755,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/14/2012 18:47,1454
8614038,MRC 0316-257,49.50470303,-25.59963911,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/14/2012 19:12,1454
8614080,MRC 0316-257,49.5401362,-25.62627793,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/14/2012 19:37,1454
8614344,MRC0406-244-1,62.24504169,-24.33449996,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 20:49,820
8614388,MRC0406-244-1,62.260247,-24.29526239,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 21:04,820
8614429,MRC0406-244-1,62.21309808,-24.28269091,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 21:18,820
8614466,MRC0406-244-1,62.16626714,-24.29617401,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 21:33,820
8614492,MRC0406-244-1,62.18236419,-24.33512927,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 21:47,820
8614182,MRC 0943-242,146.3647136,-24.4441724,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,11/15/2011 19:36,1454
8614220,MRC 0943-242,146.3384767,-24.47826341,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,11/15/2011 20:01,1454
8614259,MRC 0943-242,146.3802741,-24.50192816,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,11/15/2011 20:26,1454
8614299,MRC 0943-242,146.4294398,-24.50038083,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,11/15/2011 20:52,1454
8614339,MRC 0943-242,146.425363,-24.45892407,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,11/15/2011 21:17,1454
8542330,MRC 1138-262,175.2004948,-26.48333364,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,12/7/2010 9:31,2047
8542337,MRC 1138-262,175.2063068,-26.52527535,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,7/22/2012 15:32,1454
8542354,MRC 1138-262,175.2452312,-26.50244753,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,7/22/2012 15:58,1454
8542366,MRC 1138-262,175.2155608,-26.46640047,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,7/22/2012 16:23,1454
8542370,MRC 1138-262,175.1685112,-26.45124249,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,7/22/2012 16:48,1454
8542374,MRC 1138-262,175.1551509,-26.49107059,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,7/22/2012 17:13,1454
8591609,MRC 1138-262,175.1991565,-26.48697645,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,6/10/2011 11:28,10681
8591613,MRC 1138-262,175.1991565,-26.48697645,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,6/10/2011 14:27,10681
8613902,MRC 2104-242,316.7003333,-24.07121284,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,4/15/2011 21:27,1454
8613945,MRC 2104-242,316.6995196,-24.11284131,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,4/15/2011 21:53,1454
8613989,MRC 2104-242,316.7485334,-24.11121193,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,4/15/2011 22:18,1454
8614033,MRC 2104-242,316.7882274,-24.08493247,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,4/15/2011 22:43,1454
8614078,MRC 2104-242,316.7594535,-24.05261139,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,4/15/2011 23:08,1454
8517246,MS2137.3-2353,325.0620093,-23.66052039,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_PROCESSED,5/7/2010 22:31,5786
8583909,MS2137.3-2353,325.063358,-23.65957279,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/7/2009 10:19,9850
8583911,MS2137.3-2353,325.063358,-23.65957279,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/7/2009 13:04,9850
8557138,NGC1275,49.95056587,41.5117067,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,8/11/2010 4:39,7884
8561249,NGC1275,49.95079186,41.51112701,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,2/13/2011 22:02,7701
8640077,NGC1275,49.95066369,41.51150156,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,2/13/2011 19:01,10723
8640280,NGC1275,49.95093071,41.51154777,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,1/31/2010 14:55,11773
8614757,NGC4325,185.778516,10.61977078,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL3_PROCESSED,12/18/2011 6:24,859
8619975,NGC4325,185.7777185,10.6215852,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,12/11/2011 13:35,3120
8623398,NGC4325,185.7759588,10.62203564,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,7/11/2011 15:45,840
8623399,NGC4325,185.7759588,10.62203564,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,7/11/2011 16:01,840
8623400,NGC4325,185.7754155,10.6218394,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,7/11/2011 16:16,840
8623401,NGC4325,185.7754155,10.6218394,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,7/11/2011 16:31,840
8542403,NVSSJ111921-363139-1,169.8574983,-36.56659709,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,6/23/2012 3:43,820
8542407,NVSSJ111921-363139-1,169.8945955,-36.53754458,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,6/23/2012 3:58,820
8542411,NVSSJ111921-363139-1,169.8535785,-36.50725896,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,6/23/2012 4:12,820
8542415,NVSSJ111921-363139-1,169.7985446,-36.50045135,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,6/23/2012 4:27,820
8542420,NVSSJ111921-363139-1,169.7934266,-36.5418981,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,6/23/2012 4:41,820
8542569,PKS 0128-26-1,22.65809731,-26.18062687,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL2_5_PROCESSED,1/3/2013 6:02,820
8614130,PKS0529-549-1,82.66383381,-54.93251903,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 18:00,820
8614167,PKS0529-549-1,82.67640964,-54.89153623,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 18:14,820
8614207,PKS0529-549-1,82.59906786,-54.88615237,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 18:29,820
8614248,PKS0529-549-1,82.52964127,-54.90639487,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 18:43,820
8614288,PKS0529-549-1,82.56587732,-54.94248108,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,3/3/2012 18:58,820
8520505,PKS0745-191,116.8828854,-19.29108682,SPIRE,SpirePhotoSmallScan,TRUE,LEVEL2_PROCESSED,10/24/2010 19:40,721
8558643,PKS0745-191,116.8808765,-19.29460846,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/3/2010 7:28,7373
8559249,PKS0745-191,116.8808781,-19.2944097,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/1/2010 9:15,11059
8622180,PKS0745-191,116.8784968,-19.29562451,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,10/25/2010 14:48,571
8622181,PKS0745-191,116.8784968,-19.29562451,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,10/25/2010 14:59,571
8622182,PKS0745-191,116.8776923,-19.29618794,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,10/25/2010 15:09,571
8622183,PKS0745-191,116.8776923,-19.29618794,PACS,PacsPhoto,TRUE,LEVEL3_PROCESSED,10/25/2010 15:20,571
8639749,PKS0745-191,116.8809035,-19.29429856,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/1/2010 12:22,12333
8639750,PKS0745-191,116.8808628,-19.29445673,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/2/2010 9:30,11822
8640275,PKS0745-191,116.8809668,-19.29458078,PACS,PacsLineSpec,TRUE,LEVEL2_PROCESSED,11/3/2010 9:33,7376
8614276,PKS 1338-192,204.5867694,-19.67339989,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/1/2012 22:09,1454
8614316,PKS 1338-192,204.5592638,-19.70598179,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/1/2012 22:35,1454
8614358,PKS 1338-192,204.5980644,-19.7318801,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/1/2012 23:00,1454
8614398,PKS 1338-192,204.6456194,-19.73306279,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/1/2012 23:25,1454
8614438,PKS 1338-192,204.6443397,-19.69144326,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/1/2012 23:50,1454
8591704,RCS 022433-0222.3,36.14132346,-0.041046745,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,7/3/2011 2:15,7704
8591709,RCS 022433-0222.3,36.14132346,-0.041046745,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,7/3/2011 4:24,7704
8612901,RCS 022433-0222.3,36.14121744,-0.0406744,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,7/15/2010 8:32,5786
8583969,RCS2-2327.4-0204,351.8677657,-2.074015846,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/13/2009 11:05,9850
8583970,RCS2-2327.4-0204,351.8677657,-2.074015846,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/13/2009 13:50,9850
8617991,RCS2-2327.4-0204,351.8670926,-2.073737125,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,12/17/2009 1:50,6636
8611991,rcs2319_30x30,350.0123825,0.5787252,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/2/2013 15:17,5853
8612010,rcs2319_30x30,350.0088782,0.620210238,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/2/2013 16:56,5853
8612031,rcs2319_30x30,349.9645408,0.613993264,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/2/2013 18:34,5853
8612051,rcs2319_30x30,349.9311723,0.584131589,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/2/2013 20:13,5853
8612077,rcs2319_30x30,349.9605808,0.554678587,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,1/2/2013 21:52,5853
8583953,RCS231953+0038.0,349.9732502,0.637581753,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/13/2009 5:33,9850
8583954,RCS231953+0038.0,349.9732502,0.637581753,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/13/2009 8:18,9850
8617992,RCS231953+0038.0,349.9717643,0.637352979,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,12/17/2009 3:43,6636
8613631,RDCS J1252.9-2927,193.1970209,-29.45068816,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,8/3/2010 14:46,2047
8584018,RXCJ0043.3-2037,10.85503468,-20.61758825,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/21/2009 6:20,7704
8584020,RXCJ0043.3-2037,10.85503468,-20.61758825,PACS,PacsPhoto,TRUE,LEVEL2_5_PROCESSED,12/21/2009 8:30,7704
8611998,RXCJ0043.3-2037,10.85481129,-20.61931828,SPIRE,SpirePhotoLargeScan,TRUE,LEVEL3_PROCESSED,12/26/2009 2:57,5803
